1.098996926,0.005767517
1.371712902,0.004638628
1.629823227,0.003407885
2.017568047,0.003849255
2.477142373,0.004273649
2.967419951,0.004647116
3.643238838,0.006658745
4.400569568,0.003874719
5.357044975,0.020154479
6.418778094,0.009417307
8.011597228,0.008288418
8.623630417,0.021139074
9.205936176,0.037147222
9.586946814,0.061040615
10.06535958,0.088125451
10.39929888,0.097716759
10.65440093,0.116814497
10.91789442,0.12638883
11.00429784,0.142278148
11.09066251,0.161341934
11.45637911,0.180456648
11.64183896,0.197950176
12.52670945,0.228260408
13.15310903,0.250583542
13.47664191,0.266506812
13.92012972,0.288795994
14.26067115,0.3110682
14.71749004,0.374625472
14.72804061,0.339706319
15.19735562,0.411199762
15.31563073,0.433438017
15.56407246,0.449344311
15.68417977,0.474757034
15.80058116,0.514454866
15.80830323,0.490646352
16.05479751,0.536710096
16.17974575,0.558948351
16.30460419,0.584361075
16.7034793,0.606633281
17.1082111,0.640016127
17.52560383,0.665462802
18.40257314,0.686198701
19.80647277,0.70381106
20.96831191,0.726151169
21.65339691,0.759550991
22.3543109,0.807235921
22.36450743,0.785014642
22.53195523,0.821538004
22.70657303,0.845363494
23.25297467,0.886682511
23.26661241,0.858112295
23.43394353,0.908920766
24.19722195,0.94708229
24.20825909,0.924861011
24.59294007,0.956639647
24.98861713,0.978894878
25.39148734,0.999562874
27.7908713,0.999749607
29.20432957,0.982391886
32.50473997,0.965152994
34.72561044,0.944654755
36.78895386,0.932075712
40.58268342,0.949738998
42.95904793,0.97684081
47.03533927,0.959567967
49.86583008,0.91206977
51.5672438,0.877218521
52.4635173,0.837571617
53.35972335,0.81220982
54.72568824,0.780516063
55.66235082,0.753567033
57.08540157,0.72346051
59.03122297,0.690196495
59.56626286,0.650532615
60.58577475,0.623583584
63.17552841,0.583987608
64.25472199,0.558625812
65.36938309,0.520566142
66.47955638,0.499966048
67.61959595,0.471429784
68.20581247,0.450812715
71.11202044,0.417565675
75.36929823,0.384352587
80.52149153,0.362267114
83.24717524,0.340113738
84.65545324,0.322688113
87.53818001,0.291011331
90.52791672,0.254572847
92.84838103,0.221291856
96.83613151,0.172172474
101.8176336,0.12783177
103.5636762,0.099295506
111.5697075,0.070878072
122.1801929,0.044081823
138.2298354,0.030051352
157.6562168,0.022386793
178.3427666,0.014705258
218.9739352,0.013542418
271.0779907,0.012396554
341.1124903,0.01445911
418.8132367,0.014883504
514.1963979,0.016895132
586.3835169,0.01557951
737.9029803,0.016054832
898.5807912,0.01646225
