No Weight
Ch.#,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
135,11/27/2020,11:10:26 AM,"",11.949,12.804,18.397,28.298,30.322,32.491,36.651,47.072,50.439,54.046,61.99,66.573,72.781,81.076,85.401,76.926,80.062,73.084,74.281,74.628,66.631,64.026,60.674,57.406,53.476,49.304,50.305,40.441,34.084,30.061,29.483,30.527,28.621,25.68,20.091,19.859,19.314,18.452,17.69,17.894,14.382,16.304,11.394,14.716,13.327,14.675,10.089,10.071,12.814,8.9548,9.5065,7.7574,7.6267,8.0938,5.7804,6.6126,5.7799,6.3238,4.527,3.282,3.8205,2.4973,1.6126,1.4334,0.89586,1.075,0,0,0.75873,0.67465,0,0.17917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,11/27/2020,11:10:36 AM,"",12.348,13.231,19.013,29.248,31.339,33.581,37.535,46.814,50.162,53.75,63.058,67.768,71.885,75.465,80.396,81.533,84.102,72.603,72.663,71.536,64.115,61.584,58.369,55.591,53.572,50.737,43.76,40.133,37.142,35.858,33.869,28.701,26.305,23.127,24.248,18.038,19.708,16.295,16.168,14.478,14.649,17.16,15.246,14.629,14.496,13.331,12.401,9.3833,9.9011,11.075,9.1023,8.2334,8.0504,7.6146,5.7435,8.9439,5.0435,5.2005,5.1717,5.2559,2.1934,1.9469,1.068,1.0575,0.54449,1.2011,0.22282,0.53398,0.17799,0.17799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,11/27/2020,11:10:46 AM,"",13.093,14.029,19.517,29.142,31.226,33.459,37.691,48.196,51.643,55.336,64.692,69.518,73.445,76.464,80.931,76.807,80.057,73.74,71.813,68.078,64.652,61.24,56.429,52.225,50.082,46.128,43.664,41.307,36.375,33.586,27.648,24.983,28.059,21.091,19.979,23.174,21.581,15.025,14.241,15.442,13.206,14.207,15.723,14.443,11.459,12.632,11.535,9.4842,12.459,9.3535,9.5426,8.5252,6.3432,8.0033,6.6559,6.0114,5.6567,6.1721,4.9266,3.1283,2.6163,3.2005,2.568,1.8633,1.4906,0,0.96233,0.15565,0.13879,0.4202,0,0,0.37266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,11/27/2020,11:10:56 AM,"",13.384,14.341,19.44,28.306,30.33,32.5,36.136,44.292,47.459,50.854,58.548,62.884,67.309,71.966,76.573,76.701,79.432,70.327,69.858,68.078,62.762,60.915,58.067,54.719,50.434,47.203,45.202,39.596,33.633,31.444,29.647,26.665,24.944,23.617,19.994,19.399,18.851,18.427,15.211,12.782,15.623,17.142,13.396,11.231,11.669,9.6437,12.634,12.245,11.214,9.5194,8.6242,7.5412,10.224,6.6717,7.2611,8.426,5.582,4.7879,3.8,3.3014,3.3937,2.1313,0.91316,1.4038,0.71291,0.35646,0.7716,1.1889,0.26552,0.43782,0.0095761,0,0,0,0,0.17823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,11/27/2020,11:11:06 AM,"",10.91,11.69,16.967,26.332,28.215,30.233,33.674,41.51,44.478,47.659,55.512,59.645,65.159,72.487,76.824,73.939,77.33,72.677,71.476,68.705,59.945,56.309,52.622,50.951,49.973,44.278,44.235,40.33,34.774,32.183,29.399,24.123,22.002,25.89,21.222,19.858,18.902,18.915,17.137,16.729,15.538,15.356,16.202,13.891,15.91,10.587,10.573,12.733,10.512,11.25,9.732,8.9474,6.3916,10.012,6.4707,5.8389,3.8554,5.4618,3.0862,4.0879,2.4306,2.5135,2.1498,1.7672,1.2525,1.0736,0.35787,0.14743,0.38938,0,0.35787,0,0,0.17894,0,0,0,0,0,0,0,0,0,0,0,0,0.17894,0,0,0,0,0,0,0,0,0,0,0,0,0
140,11/27/2020,11:11:16 AM,"",12.427,13.316,17.577,24.908,26.689,28.598,32.64,43.453,46.561,49.891,59.039,63.466,67.641,71.699,75.993,73.184,76.422,71.171,70.878,69.316,63.407,61.265,58.64,56.037,48.843,40.767,37.348,33.296,33,31.031,29.632,26.896,20.751,21.52,18.708,18.718,17.824,15.874,19.124,18.081,16.263,13.718,13.753,12.681,12.32,11.611,8.2673,11.319,9.2376,9.903,8.5124,8.3386,6.1363,7.8286,6.8996,4.2616,6.6516,4.7043,2.9258,3.6866,2.1795,2.3302,2.647,1.4116,0.51049,0.92209,0.17776,0.47068,0.062603,0.17776,0,0.35552,0.17776,0,0,0,0,0.13797,0.039789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,11/27/2020,11:11:26 AM,"",11.886,12.736,18.017,27.326,29.28,31.374,35.542,46.255,49.564,53.108,59.734,64.111,67.94,71.184,75.431,72.479,75.405,68.678,65.52,60.264,59.837,59.872,57.531,52.28,48.961,40.98,42.357,38.261,29.207,28.266,29.97,26.866,25.007,23.297,18.914,16.215,14.779,16.634,17.057,18.208,18.109,14.155,11.606,9.4877,12.453,13.029,11.456,11.853,8.7045,8.4656,10.736,7.7918,7.4629,6.408,6.6234,4.5683,3.5852,4.8727,3.8213,4.2399,2.8554,3.7391,1.2586,1.593,1.5707,0.56806,0.71291,0.17823,0.62197,0.26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,11/27/2020,11:11:36 AM,"",11.837,12.684,17.816,26.844,28.763,30.821,34.752,44.571,47.758,51.174,58.599,62.928,66.915,70.602,74.788,71.594,75.219,72.573,69.301,63.831,59.598,58.373,55.958,52.515,48.252,39.06,38.416,33.327,30,29.967,31.54,26.773,23.185,20.901,22.263,19.653,17.11,16.47,15.695,17.573,14.502,12.715,13.561,15.008,10.999,14.118,10.913,11.279,12.019,10.964,9.43,8.5174,7.0602,7.2811,6.7496,5.5988,5.2098,3.4605,3.5163,3.9467,2.2405,1.8088,2.5298,1.3873,0.5368,1.0285,0.40293,0,0.17893,0,0.17893,0,0.17893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,11/27/2020,11:11:46 AM,"",11.911,12.763,17.597,26.052,27.915,29.912,34.049,44.968,48.184,51.631,60.429,64.939,68.9,72.367,76.99,77.027,79.776,70.665,68.675,64.908,64.016,60.979,58.245,57.33,44.541,43.136,39.22,35.798,31.055,28.018,27.151,26.074,23.238,22.442,19.034,19.028,19.196,15.836,17.064,15.611,14.969,13.97,14.083,12.493,12.591,10.018,8.9802,9.8623,11.834,8.149,7.3242,8.4459,6.4194,6.5006,7.3241,4.9307,4.2143,5.5007,3.4193,3.584,3.7049,1.6617,1.6998,1.8162,1.041,0.99458,0.37011,0,0.27569,0.27948,0,0.18505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,11/27/2020,11:11:56 AM,"",10.704,11.469,16.495,25.393,27.209,29.155,33.199,43.89,47.029,50.393,59.605,64.075,68.242,72.234,76.949,77.983,79.916,66.067,67.442,68.139,59.001,57.418,56.012,54.418,45.956,40.959,37.16,31.844,28.315,24.938,24.454,22.686,20.826,20.689,21.36,16.75,15.16,16.596,14.903,13.109,15.063,13.732,12.623,9.1208,11.587,10.243,11.077,9.2262,10.203,7.4914,7.3988,7.1764,6.9659,6.4404,5.2667,5.4737,7.6642,4.4922,4.5051,2.4641,4.1212,3.2444,2.6526,1.2398,1.4296,0.5361,0.71479,0.47316,0.24163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,11/27/2020,11:12:06 AM,"",10.799,11.572,16.605,25.511,27.336,29.291,32.769,40.988,43.92,47.061,56.59,60.864,65.877,71.999,75.9,68.978,71.873,66.067,66.772,66.596,60.553,58.868,56.831,54.44,46.239,42.909,36.586,34.77,29.927,29.523,30.53,23.176,20.997,23.91,20.998,18.652,18.555,13.851,16.239,16.203,12.713,14.076,12.663,12.958,9.7328,10.722,8.2575,7.5786,12.208,7.9984,10.323,7.1561,4.937,6.4484,6.3977,6.2471,4.3933,4.388,4.3675,1.8814,2.5521,2.4981,1.2509,1.0616,1.228,0.70325,0.7598,0.1787,0,0.1787,0.3574,0.1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,11/27/2020,11:12:16 AM,"",10.229,10.961,15.804,24.385,26.129,27.998,31.779,41.604,44.579,47.768,57.577,61.93,65.823,69.384,73.323,68.437,71.907,69.399,67.681,64.289,57.399,54.841,51.585,48.298,43.535,41.701,38.236,37.829,28.21,27.097,25.845,24.698,21.572,20.824,20.76,20.425,15.907,14.379,16.738,13.602,13.684,13.628,13.526,14.035,12.673,8.7666,10.364,10.996,11.294,9.0266,7.5068,7.8843,8.4446,8.3763,6.0078,3.6697,5.5465,5.218,3.8556,3.63,2.3207,1.9568,1.4368,1.0478,0.72344,0.53468,0.35646,0,0.17823,0,0,0.17823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,11/27/2020,11:12:26 AM,"",11.773,12.616,17.079,24.836,26.613,28.516,32.468,42.91,45.979,49.268,55.692,59.782,65.085,71.937,75.766,68.168,71.13,65.947,64.575,61.691,56.354,56.353,55.649,53.009,45.02,40.125,36.64,34.353,34.669,28.332,27.074,25.24,22.896,17.997,19.032,19.13,17.213,15.341,16.05,13.616,16.603,15.892,13.81,10.668,13.004,14.9,10.885,10.878,8.3898,9.2032,9.0401,8.9787,7.2229,6.0058,3.9233,6.0668,3.965,3.8817,4.7688,3.8611,0.71574,1.4315,0.7489,0.50364,0.89467,0.35787,0.23786,0.47788,0.17893,0,0.17893,0,0.17893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,11/27/2020,11:12:36 AM,"",10.63,11.39,16.03,24.197,25.927,27.782,31.545,41.343,44.3,47.468,57.984,62.393,66.271,69.762,73.77,69.334,72.406,67.454,65.76,62.431,58.026,53.21,48.91,48.669,45.316,35.767,34.766,33.826,31.099,28.767,28.131,23.881,23.567,20.873,19.647,18.657,16.652,14.911,13.943,14.379,14.55,13.201,11.314,12.05,12.153,10.521,11.191,9.2361,10.835,8.5892,8.3144,7.018,7.8833,6.9489,6.4941,6.1618,4.5314,3.7298,4.4564,2.2776,3.3468,2.6662,1.4349,1.5804,1.0451,0.74531,0.71197,0,0.17799,0.17799,0.35599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,11/27/2020,11:12:46 AM,"",12.177,13.048,17.355,24.79,26.563,28.463,32.299,42.256,45.278,48.517,55.397,59.485,64.198,69.772,73.93,70.988,73.903,67.579,66.117,63.09,60.039,56.183,50.727,45.783,43.705,44.999,35.376,32.553,28.638,25.021,22.784,21.832,21.845,21.696,21.231,15.238,14.297,16.737,14.73,12.826,13.127,15.286,11.309,11.441,11.064,10.264,9.9854,8.3259,10.281,9.8137,7.4926,6.3554,9.1419,7.5762,7.1772,5.2732,2.6626,5.5864,5.0481,3.1326,1.8658,2.239,1.5157,1.4696,1.1195,0.37317,0.18658,0,0.18658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,11/27/2020,11:12:56 AM,"",12.814,13.731,18.55,26.919,28.844,30.907,35.022,45.617,48.879,52.375,59.767,64.176,67.369,69.201,73.162,68.619,72.046,69.248,67.38,63.796,59.549,58.007,54.993,50.271,43.471,41.904,32.278,31.812,28.621,25.631,27.41,22.145,23.125,18.714,20.298,17.887,20.673,15.405,15.799,12.44,17.067,13.818,13.817,10.522,12.508,11.481,11.884,9.2112,9.194,8.5877,7.3775,5.5276,4.2503,5.7801,5.5267,5.248,4.5544,3.1012,3.7692,2.2536,2.8705,1.4297,2.1501,1.075,1.2206,0.92941,0.35834,0.35834,0.44609,0.091421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,11/27/2020,11:13:06 AM,"",10.306,11.044,16.601,26.537,28.435,30.469,33.845,41.348,44.305,47.474,55.239,59.351,64.352,70.572,74.365,67.268,69.835,62.779,62.843,61.884,58.365,57.968,55.026,48.319,43.174,39.928,35.056,31.495,27.802,25.407,26.063,24.059,23.652,23.337,22.041,15.651,16.516,18.393,15.609,14.194,12.738,13.131,9.9136,8.3283,11.333,8.7246,9.2113,11.27,8.9575,8.9627,8.6702,7.6953,6.465,5.679,6.6475,4.9923,4.778,3.9868,4.3993,4.1148,1.5281,1.7772,1.2492,0.89231,0.53539,0.71385,0.17846,0.53539,0.17846,0,0.17846,0.097079,0.081383,0.17846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,11/27/2020,11:13:16 AM,"",13.077,14.013,18.575,26.437,28.328,30.354,34.141,43.447,46.555,49.884,59.024,63.45,67.114,70.046,74.37,72.909,75.428,66.352,64.442,60.852,57.182,57.778,55.492,48.455,44.52,34.723,32.787,31.21,27.037,26.547,21.822,21.569,22.328,20.369,19.543,15.102,15.261,14.625,12.901,10.707,12.433,11.8,13.2,9.2086,9.9577,9.9365,11.489,7.8754,9.8598,8.7468,7.0336,4.3465,6.9531,6.9386,5.1152,4.9004,4.895,4.2444,3.4886,3.0743,3.9555,0.74511,1.0265,0.53257,1.4202,0.88762,0.7101,0.115,0.062521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,11/27/2020,11:13:26 AM,"",11.618,12.449,16.791,24.325,26.065,27.929,31.694,41.463,44.429,47.606,55.624,59.772,64.398,69.756,73.689,68.513,70.918,62.593,63.51,63.667,56.713,55.79,53.394,49.208,47.722,39.536,37.406,35.293,31.714,25.715,23.902,24.501,20.899,21.801,19.63,14.026,17.463,16.508,14.119,11.621,10.907,12.89,12.055,10.211,9.2134,7.602,10.082,11.383,7.0349,8.1129,7.7023,7.261,9.0784,6.4923,4.1575,5.1343,4.1175,3.8593,3.989,2.6262,1.0769,0.89106,1.8486,1.3615,0.52447,0.3429,0.57081,0.74041,0.23183,0,0,0,0.17145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,11/27/2020,11:13:36 AM,"",10.434,11.18,16.004,24.535,26.29,28.17,31.557,39.64,42.475,45.513,55.047,59.214,64.597,71.669,75.753,70.865,73.497,65.67,66.764,67.1,60.752,57.842,52.794,45.99,41.803,38.068,35.04,32.151,26.508,23.904,21.02,18.384,19.781,21.457,19.386,17.102,13.901,14.509,15.873,12.093,13.091,12.474,8.4621,13.539,12.315,10.006,11.73,10.331,8.3437,8.3171,8.5772,7.4004,5.117,5.5007,7.1441,5.4665,4.1253,3.4514,2.5771,1.8789,3.2588,1.0708,1.2492,2.131,0.86943,0.39034,0.35692,0.35692,0.17846,0.35692,0.33841,0.018509,0,0,0.17846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,11/27/2020,11:13:46 AM,"",12.376,13.261,17.068,23.535,25.218,27.021,30.861,41.169,44.113,47.268,58.221,62.664,66.713,70.559,74.238,66.011,69.495,67.824,67.577,66.129,62.946,59.213,52.886,45.963,46.347,36.689,35.923,31.154,29.372,28.373,20.327,21.628,20.357,17.614,16.036,15.688,12.974,18.803,15.438,15.437,14.332,12.572,10.197,12.858,10.388,11.537,7.7626,9.1312,7.4335,7.4707,7.1324,5.3967,5.0607,4.8456,5.1962,4.5117,6.3982,5.1187,2.576,2.6941,1.7794,2.4112,1.6746,1.4776,1.6856,0.55821,0.37214,0.37214,0.18607,0.18607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,11/27/2020,11:13:56 AM,"",10.334,11.073,15.263,22.593,24.208,25.94,29.541,39.07,41.865,44.859,53.807,57.866,61.931,66.203,70.174,67.626,70.743,66.568,66.994,66.445,58.356,54.594,50.895,48.916,43.687,38.911,35.986,32.478,29.35,23.967,23.848,19.275,21.068,17.693,16.816,18.074,16.534,14.672,12.435,14.844,15.116,12.366,8.244,11.314,11.506,10.939,9.7909,10.008,8.9419,7.9113,8.4515,6.5113,8.2331,7.1956,6.2694,4.6426,3.1693,4.2122,3.8775,1.5727,2.5162,1.2609,1.412,0.87353,1.8105,1.0736,0.5368,0.17893,0,0.17893,0.17893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,11/27/2020,11:14:06 AM,"",11.026,11.814,16.422,24.503,26.255,28.133,31.816,41.19,44.136,47.293,55.039,59.136,62.707,65.786,69.573,65.473,68.33,63.418,62.042,59.198,57.628,54.074,48.674,43.27,39.783,34.09,34.119,32.979,29.003,28.319,23.626,21.228,19.949,18.652,15.848,17.324,13.566,15.126,14.515,14.604,12.349,13.064,9.9854,10.784,8.9414,10.323,11.199,9.2038,6.5627,7.4541,8.4907,6.9723,6.4484,6.4699,3.1727,5.757,4.5757,4.3405,2.8613,3.6866,1.6505,1.604,1.615,0.52367,0.35645,0.17823,0.7129,0.53468,0.17823,0,0.17823,0,0,0.17823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,11/27/2020,11:14:16 AM,"",10.11,10.833,15.331,23.262,24.925,26.708,29.867,37.306,39.975,42.833,53.611,57.729,62.054,66.91,70.989,69.069,71.067,60.356,59.41,57.174,53.297,51.379,47.507,42.305,41.651,36.392,33.616,30.79,25.505,23.8,23.882,21.817,20.852,20.645,12.748,16.044,12.952,12.413,13.496,12.097,9.226,8.9444,10.877,10.353,8.5163,8.0476,8.762,8.1032,8.8996,5.4936,5.8498,5.2483,7.9194,5.6009,4.8568,4.824,4.1204,4.928,3.5196,1.705,2.5517,1.9683,1.6215,0.52575,1.2525,0.3128,0.7608,0.83165,0.24195,0.35787,0,0.17893,0,0,0.17893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,11/27/2020,11:14:26 AM,"",11.378,12.192,16.642,24.399,26.144,28.014,31.433,39.69,42.529,45.57,53.305,57.282,60.601,63.272,67.414,68.436,71.43,66.336,64.776,61.64,57.072,54.469,51.578,49.599,43.598,34.213,34.267,29.772,26.349,23.878,22.571,20.818,19.24,15.234,15.966,15.406,14.78,14.42,10.697,10.413,9.9639,12.928,12.151,8.3091,13.221,7.7215,8.0085,8.7918,8.0141,6.7308,5.8729,7.2137,6.3415,6.8165,4.7664,4.4953,4.6266,3.7606,2.8914,2.1895,4.3162,1.1016,0.68327,1.9339,0.54377,0.17776,0.23629,0.6525,0.48792,0.22311,0.17776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,11/27/2020,11:14:36 AM,"",11.452,12.271,16.203,22.968,24.611,26.371,30.439,41.88,44.875,48.084,54.06,58.02,62.218,66.773,71.029,70.97,74.079,68.821,66.862,63.166,55.643,53.032,49.508,45.066,37.52,39.464,34.582,27.127,25.539,22.996,24.3,22.101,21.703,16.402,11.483,15.638,12.615,17.581,13.191,12.424,11.824,9.3781,11.005,11.314,11.183,8.9874,9.5267,6.2653,7.0939,8.0811,5.7098,6.1494,4.057,6.5912,5.0135,5.0089,3.9161,4.6565,2.2632,2.1061,2.921,1.2521,1.6258,0.88596,1.2223,0.033597,0,0,0.71763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,11/27/2020,11:14:46 AM,"",10.02,10.736,14.607,21.348,22.874,24.51,28.125,38.042,40.763,43.679,52.371,56.321,60.425,64.909,68.852,66.858,70.04,66.457,64.146,60.031,54.83,52.003,47.839,43.62,42.312,36.562,32.583,29.206,26.262,24.912,23.637,20.941,18.225,15.707,14.601,14.852,15.71,13.246,11.734,15.184,10.255,10.724,9.8453,11.774,10.325,8.5436,7.099,7.1882,7.0336,8.9058,6.6451,4.7469,5.2407,5.8727,8.0299,5.872,3.4578,5.213,2.7902,2.4712,2.0895,1.1336,0.73348,0.91634,0.37112,0.9278,0.37112,0.18556,0.18556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,11/27/2020,11:14:56 AM,"",11.47,12.291,16.05,22.484,24.092,25.815,29.513,39.486,42.309,45.335,51.721,55.536,59.899,65.019,68.535,62.224,64.861,59.76,61.767,63.39,56.406,52.385,47.865,44.32,38.032,37.46,37.232,29.236,26.887,23.839,20.555,19.177,19.756,19.665,15.43,13.057,14.407,15.207,11.376,13.451,11.093,11.811,9.2626,13.9,10.198,10.025,9.469,8.154,7.2433,8.1683,7.3064,7.1045,7.4002,5.6712,5.2523,4.4605,4.108,6.139,2.8592,2.5873,2.4162,2.0046,0.67584,1.419,0.18925,0.53609,0.71479,0,0.1787,0,0,0,0,0,0,0,0,0,0.1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,11/27/2020,11:15:06 AM,"",10.343,11.083,15.499,23.257,24.92,26.702,30.233,39.278,42.087,45.097,54.339,58.446,62.261,65.933,69.765,66.015,68.545,61.686,61.633,60.539,56.589,53.389,49.683,47.015,41.035,34.815,32.621,29.5,25.344,23.785,22.922,19.176,18.658,19.173,16.911,14.8,14.995,10.438,14.435,11.258,11.055,10.441,10.387,11.683,10.336,10.532,8.0624,9.7102,8.6911,7.8798,6.439,7.066,5.8595,5.5173,4.7562,4.0795,3.3286,2.336,2.9263,1.874,1.1143,0.90936,1.2265,0.87945,0.72248,0,0.17799,0.35598,0,0.17799,0,0,0,0.17799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,11/27/2020,11:15:16 AM,"",9.9367,10.647,15.006,22.681,24.303,26.041,29.521,38.501,41.254,44.205,51.742,55.604,60.216,65.881,69.574,64.475,67.931,66.584,64.028,59.592,51.861,52.059,52.156,50.205,39.709,38.937,34.449,30.563,27.522,24.353,24.832,21.915,20.628,16.974,14.23,17.792,13.077,14.322,12.36,12.47,10.556,11.429,10.652,10.227,8.459,9.6728,9.9051,6.5959,7.7506,9.1403,8.4818,7.221,6.7762,5.7801,3.2833,4.3919,4.6154,4.3084,4.3051,3.0569,2.5483,1.4491,0.87401,1.6083,0.35739,0.53609,0.53609,0.1787,0.35739,0.1787,0.16016,0.018533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,11/27/2020,11:15:26 AM,"",10.664,11.427,15.561,22.762,24.39,26.134,29.286,36.83,39.464,42.287,52.932,56.998,60.927,64.97,68.625,63.732,66.627,62.468,61.548,59.312,56.033,54.939,51.192,44.589,43.019,30.345,32.135,29.764,24.15,23.727,19.163,17.843,19.099,17.777,15.985,13.448,13.817,12.738,13.572,10.895,10.828,8.6497,10.164,9.8538,9.3221,7.5554,7.4665,8.5916,6.8872,8.1137,8.1471,6.8033,6.5967,5.264,3.1389,3.5881,3.5501,3.6484,2.3799,3.4793,2.6947,1.6168,1.0779,1.2575,1.4372,0.35929,0,0.35929,0.35929,0,0,0.097724,0.081923,0,0.17965,0,0,0,0,0,0,0.17965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,11/27/2020,11:15:36 AM,"",10.466,11.215,14.799,20.963,22.462,24.069,27.493,36.691,39.315,42.126,51.972,55.94,59.672,63.366,67.357,66.819,69.818,65.257,63.13,59.276,52.487,52.502,50.852,46.397,44.493,33.238,32.622,27.782,26.494,26.574,25.586,22.286,16.507,17.651,16.81,12.97,16.123,13.283,11.274,9.6177,11.709,11.94,10.902,11.245,9.2488,8.8745,7.7372,8.2326,7.2226,6.7398,6.3046,6.3123,3.7224,5.5864,5.5214,4.9313,4.778,3.3139,2.7898,3.4952,3.891,1.424,1.2603,0.88128,0.17846,0.31198,0.10371,0.77069,0.50718,0.44798,0,0,0.17846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,11/27/2020,11:15:46 AM,"",11.611,12.441,16.626,23.862,25.569,27.397,30.645,38.309,41.049,43.985,50.66,54.413,59.374,65.905,69.592,64.417,66.968,60.718,58.193,53.892,52.554,49.319,46.338,46.047,40.563,32.805,30.323,30.664,25.513,23.123,20.025,16.856,18.632,17.327,17.296,14.469,12.871,11.196,11.761,12.703,10.463,10.391,9.4116,9.0094,9.9868,8.413,7.542,7.8361,10.02,7.6434,7.1104,6.295,5.3325,5.7355,5.3002,4.9528,4.3649,4.0424,3.7709,2.3404,2.6127,1.6669,0.74428,0.74428,0.37214,0.37214,0.030636,0.15543,0,0,0.18607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,11/27/2020,11:15:56 AM,"",10.584,11.341,15.689,23.304,24.971,26.757,30.522,40.566,43.468,46.576,51.747,55.515,59.316,63.194,67.183,66.734,69.159,61.502,59.545,55.972,50.998,50.239,48.137,43.968,38.802,35.209,37.024,31.21,22.08,21.328,23.701,19.806,16.704,15.17,14.929,12.581,13.236,9.9274,15.2,11.824,10.41,10.666,7.524,11.704,6.6104,9.2162,7.7835,8.8188,7.5711,9.1904,6.1432,8.0136,5.4004,3.4388,6.5219,5.0333,3.1976,3.5365,3.9923,1.5998,1.0665,1.2637,1.936,1.0665,1.211,0.92207,0.53327,0,0.26482,0.26846,0.17776,0.17776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,11/27/2020,11:16:06 AM,"",9.3223,9.989,15.001,23.963,25.676,27.513,30.438,36.68,39.304,42.115,52.048,56.025,58.929,60.787,64.566,63.563,65.871,58.57,58.626,57.726,48.52,49.825,49.443,44.339,39.153,33.313,32.091,28.81,22.784,19.976,17.957,16.846,17.141,16.5,14.413,13.099,10.908,12.354,10.705,11.165,11.489,11.177,11.619,9.8808,8.9822,7.3859,8.4856,6.5946,7.1374,7.843,7.3638,4.9313,4.9253,6.6833,4.2668,4.8943,3.8012,2.4287,2.4837,2.5742,1.9746,1.8075,1.4249,1.2325,0.90643,0.17917,0.41734,0.47851,0,0.17917,0,0.17917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
